Author,Datetime,Title,Content
hilary72843,2022-01-08T11:28+00:00,New and super fun symptoms - help please,"I've had a bumpy ride with my menopause journey so far. HRT and anti-depressants do help but I get recurrence of symptoms from time to time. Quite out of the blue I can feel jittery, doom and fear filled, hot flashey, cold dread, sad, hugely anxious, and catastrophising about everything. Recently I have woken in the night with these feelings. It is horrendous. And lower back and hip pain are the latest addition to my list of symptoms. I am really struggling with this as I immediately start to worry I have cancer or some other serious disease. I do feel I am going mad and it upsets me that I get over one thing only to have something else crop up. Do any of you feel/suffer the same?? What helps? Thanks."
bombodie,2022-01-07T20:26+00:00,Horrible head/ear/neck/eye pressure sensation,"Hi ladies - Happy New Year to you all. I'm struggling so much at the moment with Health Anxiety and wondered if anyone has/had the same as me? I get a pressure/fullness feeling in my left ear which spreads up into my head and face and around my eye/forehead, also down into my neck and shoulder. My left eye feels weird and different to the right eye. I've noticed that when this happens I get really really anxious and I can't work out if the anxiety is causing the pressure/sensations or if I'm anxious because of it. Weirdly when this happens an artery in my forehead pops out, which is freaking me out and making my health anxiety go through the roof. I've told my Dr about it every time I go and they can't give me any explanation. I had a head MRI in Oct and an eye scan at the opticians recently and nothing was found but I'm now worrying they've missed something. Has anyone had anything similar to this? Thank you xxxx"
leette13880,2022-01-07T01:56+00:00,Menopause,hello everyone I am new to all this and to opening up. I went to the doctor today n I am sure tomorrow I will get an answer lol but I would like to have an idea before hand. I had a female mid follicular of 3.85-8.78 and mid cycle of 4.54-22.51 and post menopause of 16.74-113.59 do anyone have any idea if that basically means I am starting menopause lol
suzycoon,2018-03-01T07:37+00:00,I’ve had a stiff neck and pain in the neck and now shoulder for nearly 5 weeks.,"I was told last year that my hormone levels were extremely high and am now going through Peri M... my joints have been suffering so bad and I know have had a stiff and painful neck and shoulder for over 5 weeks, has anyone else experienced this? beginning to panic now as suffer from anxiety and have already just gotten over a gyny scare!"
brandy19060,2021-12-19T22:00+00:00,I can’t do this anymore,"i am so exhausted from this perimenopause hell! im only going on 44 years old in feb, I started perimenopause when i was 38. My worst side effect by far is the disabling nausea! It isnt just one week out of the month, it is at least 25 days out of the month.....it starts as soon as i wake up until i go to bed and i cant take it anymore! It feels just like morning sickness on steroids. Its really bad the week before my period, the week of my period and even a few days after my period, i get a little break then the sickness is back for the whole week of ovulation. Ive tried everything to relieve this torture: antidepressants, birth control, progesterone, vitamins, diet change....everything!! I am just exhausted with it! Ive lost so much weight. Why do we have to go through this? i have other symptoms like headaches, dizziness, loss of taste, anxiety, tiredness, feeling very cold and hot flashes, but the nausea is awful. Just need to vent and know im not alone"
dana06119,2022-01-04T18:38+00:00,Lightheadedness and Feeling Faint,"Hello ladies, So yesterday I am sitting at the dinner table and out of the blue I get this feeling like I'm going to pass out. This was accompanied by a tingling in my legs and shaky hands. I didn't know what else to do, so I got up and walked around for a little bit and then I felt better. But shortly afterwards the same thing happened again when I sat down to watch TV. I took a few deep breaths, walked around, and it went away. Of course now I'm scared that it'll happen again. It's such an unnerving feeling. I've been taking sertraline for my anxiety for over a year now. I wonder if that has anything to do with it. Have a any of you ladies experienced anything like this? Thank you. Dana"
sally38839,2022-01-04T16:14+00:00,Perimenopause hell,"I have been going through three years of continual hell. You get over one symptom and the next comes. I started with constant heart issues and many trips in the ambulance with palpitations and slow and rapid heart rate. Nothing could be found that is concrete but left me with huge anxiety and panic attacks. Reflux started to the point I was burning alive, taking omeprazole for that. My calves go through hell and it cycles. My bladder was having terrible pain and symptoms like UTI so I was put on pessaries and thank God it calmed down but if I miss one, bang is back. The headaches cycle and I want to tear my head from my shoulders the pain is horrible. I can't have sex because it burns me alive inside. Nausea comes on in waves. My anger levels are through the roof and I can't handle any stress because my body starts shaking. And recently my favourite....... air hunger. Just when I thought it couldn't get any worse, I now don't sleep. My blood pressure is severely low at night, my iron levels are that poor I'm on shots. I wake up gasping constantly, I average three hours sleep a night if I'm lucky. I'm losing my mind...... I'm also on the birth control but nothing is helping. I seriously want to put a bullet to my head some days and have it all stop. Is there any hope out there? Anything that worked and helped you? thanks"
toria_07298,2022-01-01T21:40+00:00,RIP dear Betty white :( 99 years old and laughing until the end,"died in her sleep 17 days before her 100th birthday, thats how i want to go out, a true legend and my favourite golden girl ❤❤❤"
P-NP,2022-01-02T18:20+00:00,"Low Mood, Anxiety, Teary Eyed 1 week Before period","Hello Peri Sistahs, I have a question for you lovely ladies. I recently went down from 10mg to 5mg of Lexapro. Just to give some insight, I was extremely symptomatic on 10 mg which is why I decided to go down. I have experienced crying, anxiety, foggy head, abdominal cramping, nausea, dizzinss and overall nervousness. Ive experienced these symptoms for the last year or so-worsen 7-9 days before my period. I'm having a difficult time figuring out if its the decrease in the Lexapro or hormonal? Or maybe a combination being that i had these symptoms before the decrease in dosage. Any insight would be helpful. (43 y/o with regular cycles). Thank you, P"
vivian72668,2021-12-30T14:38+00:00,"Happy New Year, Menopausal Sistahs: May ALL The Symptoms Be Forgot & AULD LANG SYNE!!","Hello Everyone... As we embark on a NEW YEAR, let's focus on being well in ALL area of our lives! Hence: Mentally Physically Emotionally Spiritually Financially Happy 2022 Ladies, may your days be filled with love, peace, joy, stellar health, and chedda!"
claire_87735,2022-01-01T21:23+00:00,Menopause and Insomnia help please!!,Does anyone have any ideas how to deal with Insomnia. I wake up every hour or so first I'm hot then cold and having the weirdest dreams. I know this is peri but just need help.
Jeja81142,2021-09-06T04:53+00:00,Tailbone - achy warm sensation,"I have been suffering from Perimenopausal symptoms for the past six years. From achy joints, constipation, tingling, numbness, palpitations, muscle tightness on my left side, hip pain, warm feeling and ache in thighs, allergies, hot mouth sensation, throat issues, feeling dizzy, eye floater, scalp tenderness, feeling off, you name it. Multiple visits to the doctor just to be told nothing is wrong and I am healthy. Recently some thing I had not felt before happened. a week before my period, my tailbone started to feel tender when I sit down. When I stand up there is an ache in my tail bone area. feels a bit heavy. I also feel a warm achy sensation when i sit. I’m not sure if my period brought this on. But once it is over if the ache/warm sensation is still there I plan on going to the doctor. the sensation dies disappear once I stand up and start moving around. has anyone felt this before?"
toria_07298,2021-12-30T21:33+00:00,Gastritis feed and nose bleeds are my symptoms of the week,"arghhhh so fed up, im running out of safe foods!!! how are you lovely ladies? hope christmas went well xx ps its supposed to say gastritis gerd and nose bleeds grrrr xx"
kylie01267,2021-12-28T07:57+00:00,Blood Pressure issues anyone?,I am medicated for high blood pressure. About 8 weeks ago I started a gym challenge and during that time my BP was quite low. Now my BP is very high and I have had heart palpitations . I'm not sure if this is hormone related or not? I've had a CT scan on my heart which showed all was normal. Has anyone else had periods where BP fluctuates even when medicated. I have no cheat pain whatsoever .
shan17283,2021-12-20T14:13+00:00,Chest Pain,"I'm 48 and have had severe Peri symptoms since I was 42. I'm wondering if anybody else has severe chest pain? It used to be around my period, but now it seems to be every day. The pain also runs down my left arm. I've had a full heart workup and have been told my heart is fine but they offer no explanation as to why I have the pain. Does anybody else experience this? Can this really all be hormones? It just seems to me that if you have pain, there is something wrong. One of my biggest fears is I'm going to die of a heart attack because I have learned to ignore the pain. I pretty much have every other terrible symptom also, but this and anxiety are my worst. It's at the point where I am home sick pretty much every day and don't do much. I'm told my estrogen is fine and I'm taking progesterone during the second half of my cycle"
tracy74346,2021-12-28T23:08+00:00,Shaking/numbness/burning skin,Hello ladies new to the group and hoping some of you ladies could help. I'm 46 my periods have been all over the place the last few years. In the last few months I've been having shaking in my body hands especially and legs when walking. I also get burning in my neck/back side of my face and head along with numbness on the side of my face like I was at the dentist and had freezing in my mouth kinda feeling. My muscles and joints have also been aching. Saw a gyno for the heavy periods and he was like you're to young for peri 🤦 just wondering if any of you ladies have experienced any of these symptoms. TIA xx
nina20271,2021-12-30T04:43+00:00,High Cholesterol!,"Happy Holidays Ladies! Does anyone had high cholesterol? my blood test is showing very high cholesterol, could that be related to peri? please share ❤ thanks in advance !"
helen96379,2021-12-29T17:49+00:00,External tremor,"Hi all. I've been experiencing perimenopause symptoms for a year and a half now. my latest and most worrying one is an external tremor in my face and wonder if anyone has experienced this? It’s only noticeable when I smile, but I can feel it internally when I’m resting. Both sides of my face and neck feel so tight, like a pulling sensation. I carry a lot of tension in my neck and shoulders also. I’ve seen my doctor and she just told me it’s anxiety and stress and to relax more, which is easier said than done. Any support would be appreciated "
bev27429,2021-12-30T06:49+00:00,Constipation - Advice Needed!,"I'm 53 and in late perimenopause (102 days since my last period). In the last six months or so, I have had increasing issues with constipation. I can go seven days without being able to go. I eat lots of fiber, drink lots of water, and exercise daily. I'm convinced that it is hormone-related, as when estrogen drops, cortisol increases, which can lead to digestive issues, as can low progesterone. I have resorted to twice weekly laxative suppositories, which work brilliantly, but I am concerned about using them for months on end. I'd like to hear from other women experiencing something similar. What have you been taking / doing? Does this symptom improve post-menopause? Any insights would be greatly appreciated!"
bev66,2021-11-27T17:48+00:00,12 months no period,"Hi all you lovely ladies I have gone 12 months this month without a period and would like someone that has also gone 12 months or more for some help as to what I'm feeling is normal. For a while now I have not been feeling myself I have been getting the following. Flushes/flashes without sweating Dizzy spells,sometimes to the point where I feel like I'm floating Weird shaky sensation internally Fuzzy head,a bit like I'm not quite with it Eye pain at the back of my eyes For about 4 months I had a pain in my right upper arm that I got a stinging feeling in if I tried to reach back or up but that has wore off now I have been diagnosed with Diverticulitis but when I read the symptoms of this they aren't any of the above. I'm not sure what I'm supposed to do now that I have gone a year without a period and I'm hoping that this is not going yo go on forever. your help,advice and experiences would be truely appreciated."
mary76311,2021-12-29T15:04+00:00,"Joint pain, especially feet, and tendons ripping. Increased by hotflash","Hello, New here, from USA, Revere MA Read the community a lot this past year. Helpful! Age 64. Been through the peri-menopause and now post for 3 years. Will list all the peri symptoms in future. Tried all the natural stuff; progesteron, soy, black cohosh, chastbberry/vitex, maca... All caused awful side effects, including migraine headache, lights in eyes, thyroid disruption, weak fatigue, trouble thinking, reading, vertigo... All gone after months no herbs, hormone creams... Main problem now is joints in feet. 3 injuries may have contributed to pain in top right foot, a bump, stiff ripping arches, other problems. Traveling into left foot but not as bad, suspect left foot strained compensating for right. and long walks, heavy lifting 4 years moving 3 times, 53, 17 stairs. Losing weight and a elevator in new home has helped. But 5-10 pounds gain, fat on abdomen brings back to pain, stiff feet. Take raw apple cider vinegar, diluted so as not to burn stomach. The scary part; foot, toe kept getting 'stuck' stiff-immobile suddenly when walking. Happens when overweight and right at the beginning of a hotflash sneaking up on me! I fell walking and dark black, blue knees for 2 weeks. Since then I am afraid to walk without a small shopping buggy to hold onto in case the foot does this. Hoping this is menopause and will cure itself. Foot doc says is arthritis. Almost 100% healed when lost 20 pounds. Trying again. Buying a chair for work. The hotflashes increase any joint pain, old injuries, even sinus, burning, itching, dry eyes living at airport... HJaw, ear muscle tension, neck... Any health problem is increased and muscles tighten, pull when a hotflash begins. Problem goes 90% -100% after the hotflash has broken through. Losing weight also helps prevent all this pain, stiffness during hotflash. Any advice? I truly sympathize with the ladies on here; its ROUGH!!"
jane64412,2021-12-28T17:18+00:00,Anxiety,Has anyone been prescribed lamotrigine to ease anxiety and depression?
bev66,2021-12-25T06:11+00:00,Something weird happening,"so I came on here a few weeks ago explaining how I hadn't had a period for 12 months and all the symptoms I was getting and thank you to those that replied I never expected an easy ride with menopause HOWEVER something new has happened and I'm terrified!!!!! So for the past few days I noticed my breast were a little sore and tender more the right breast and I just wasn't feeling right then yesterday (christmas eve) I had backache, headache and when I went to the toilet for a wee and wiped myself there was like a brown discharge not a lot but it was clearly there anyway like a fool I googled and yes you guessed what came up so automatically I panicked. I didn't sleep too well obviously this was on my mind and this morning after the toilet I wiped and again the brown discharge but again not much still have the backache headache and sore breasts. my last proper period was literally the end of November 2020 so what is this that's going on? has this happened to anyone eles?"
kim93615,2021-12-26T10:22+00:00,Ladies,"hi, ladies ladies I am so tired of this shyt tonite I am having and restless night. the strange thing I falling off to sleep and didn't know now I can't go sleep my right side of my back hurting, I get this strange feeling when I try to sleep this feeling come over me wake me back up. getting dizzy now it so much having a dry mouth. been going through this seen 2016 having problems on my lower left side."
heidi48726,2021-12-22T06:36+00:00,Menopause symptoms scaring me!,"hello to all of you..im 50 yrs old and have been dealing with hot flashes and heart flutters for the past year but sunday i felt like almost my blood circulation got cut off and felt funny like i almost was going to pass out! i checked my blood pressure and it was 125/77 heart rate 69 BPM...still have bouts of episodes but not as bad ad sunday...itchy skin, back if neck left side, left elbow and left inner thigh, when i get tired my upper legs hurt or sometimes tingle, anyone have luck with natural supplements? now I'm extremely hot or very cold and chilled...so weird..anyone experience these symptoms??"
cat38281,2021-11-27T01:25+00:00,So tired of waking up miserable,"Exhausted, shaky, dizzy, air hunger, headachey, woozy, aching... anyone else feel like the living dead from the time they get up? This ongoing insomnia... Have work to get done but feel so awful. Don't know that I'm even anxious anymore, just really sad."
CCinCal,2016-03-15T04:16+00:00,PMDD and Perimenopause,"I'm curious. Did you ladies have PMDD while you were younger? I always had very bad PMS symptoms of fatigue, depression, migraines to the point I'd have to take naps. Now these seem nothing in comparison to peri symptoms. But I'm wondering if having PMDD is a factor is having such a difficult peri."
tracey73517,2021-12-18T18:40+00:00,Is this peri?,"hi everyone, so i think im perimenopause. i have tried to speak to GP but says im too young!! im 43 ! i think i have been for a while. how do i actually find out if i am if the GP wont listen? so i have noticed my periods have been really heavy for the first couple of days and then barely anything for a few more and thats it, this month however, been in for 8 days but barely anything for last 4 but instead of brown as usual its still red? i find every month after a period i feel ill. cant explain it but no energy, low mood, bloating, indigestion bad most of time but flares up. eyes dry and seem strange but been to optician and they say fine. headaches! aching muscles? feel about 60!! no sex drive what so ever ! i get really bloated before and quite low mood and when i actually have my period i have gas that just escapes all the time ! i feel like i have baby brain and forgets simple words i want to say and struggle to get the right words out sometimes but no one else notices ?? any advice ??"
toria_07298,2021-12-23T21:44+00:00,Merry Christmas my fellow warriors,"im hoping and praying we all get a day off from symptoms christmas day, but if not we will deal with it, its what we do! massive hugs all ❤x❤x❤"
bombodie,2021-12-21T22:01+00:00,HRT not helping,"Hi ladies Wonder if anyone had any experience with HRT making them worse? My GP prescribed estrogel (2 pumps) and utrogestan for 14 days per month. I started on it in Sept and then experienced the worse anxiety of my life. Literally felt like I was in panic mode 24/7 (this was just on the estrogel, I didn't get to try the utrogestan). I kept going for a couple of weeks hoping it would improve but in the end I stopped as I couldn't stand it anymore. Anyway my GP says that estrogel wouldn't cause anxiety. I did feel a little better after stopping but not sure if that was a placebo. I then got covid and all the symptoms got really bad again and have stayed that way. My GP suggested i give HRT another go and I try the evorel patch as it might be better for me. When I tried it again my anxiety ramped up and I took the patch off after 2 days. Has anyone experienced this with estrogen making them anxious? I'm 46 and peri. I don't know if I am estrogen dominant, but all my symptoms suggest low estrogen (hip pain, back ache, shoulder pain, head/ear/neck pressure, very occasional night sweats, no hot flushes, anxiety). I'm gutted as I really wanted HRT to work for me 😦 Thank you xx"
vivian72668,2021-12-15T17:13+00:00,STRANGE MENOPAUSAL SYMTOMS: What are your TOP three?,"Hey Ladies... Since I've been DEEP in the throes of menopause, I've experienced some STRANGE things.. That being said three of them are: Bruising: Several years ago, I woke up one morning, and had several bruises on my body; IDK where they came from or how they got there, yet they were very visible.. Gum Pain: It started roughly two weeks ago; my gums hurt and are inflamed. Charley Horse In My Feet: Just yesterday, I was in bed and ALL of a sudden I got a CH.. The pain went from my left foot to my right foot within five minutes. Having said that, if any of you lovely ladies have had the most BIZARRE menopausal symptoms, please post them. Thanks in advance."
Salesmanswidow,2020-07-10T15:54+00:00,Peri menopause bed ridden for days,"Have spent the last 3 days in bed aching joints, aching muscles, stringing sensation on my skin? Headache on & off barely eating so weak & exhausted can just about get to the toilet, had this once before is this a normal part of peri to be so exhausted you can barely function. Someone help me will this get better"
vivian72668,2021-11-20T22:53+00:00,FALLING FOR NO REASON: OUCH!!!,"Hey Ladies... Has any one of you experiencing FALLING for no apparent reason? I fell to the ground FIVE times last year. Thank The Lawd, no one was looking or around! I quickly got up, as if nothing had happened! For the sake of clarity: I was walking at my normal pace, and ALL of a sudden, BOOM! I hit the ground! This happened on FIVE different occasions, when I was just walking, plain & simple! I was PRONE TO FALLING! This year I have NOT fallen! Hallelujah! That being said, I BELIEVE this is yet another conundrum related to the meno trios and the imbalanced hormones! Can anyone relate?"
SallyGoldie,2021-12-18T17:51+00:00,Bio identical hormone replacement - have I been ripped off?,"Ive been suffering severe anxiety and depression since September and cant go on much longer. I'm taking sertraline (week 7) but doesnt seem to be helping much yet - im praying its early days. I would say im perimenopausal, periods getting shorter, hot flushes and deep depression (suicidal) leading up to and during period. My mum and her mum died of ovarian cancer so Gp has said HRT is out the question. In my desperation to get better I contacted a private hormone clinic. Using all my savings I paid £400 for a consultation, £300 for hormone blood test and a further £120 for some bioidentical progestorone cream and DHEA (oestrogen alternative) suppliments. The psychiatrist said they were going to be made up bespoke to match my blood results. After the products arrived this week i noticed there were no ingredients, information or warnings on the packaging. Ive since been told that its impossible to get an accurate hormone blood test due to fluctuations, the NHS website says that there is no evidence that this kind of unregulated medicine works. Another Dr has written about how this is all a big money making racket taking advantage of women suffering during their menopause/perimenopause. Has anyone used similar products and had results or is it a big scam and Ive been robbed? considering my current mental health this was the last thing I needed whilst trying to find hope."
vivian72668,2021-12-18T23:27+00:00,"MENOPAUSAL RAGE: Does anyone have an extra SET of OLD DISHES, so I can break them?","Hey Ladies.. Do any of you bevy of beauties deal with the RAGE that comes with menopause? If so, how do you manage it? Somedays, I feel as if I should be on a construction site with a mini sledge hammer (a Hot Pink one) breaking up concrete! Just like MANY of the countless symptoms, the menopausal RAGE comes and goes! When it hits me, IDK what to do sometimes. Tell me your thoughts on this yet another HORRIFIC symptom!"
paulina475,2021-12-18T21:24+00:00,Scared! The Psychological Peri Symptoms,"Hello Beautiful Strong Peri Sisters, I want to start off by saying how helpful this site/your questions ans response has been to me during this very, very difficult time. I am 43 y/o and have been perimenopausal a little over 2 yrs. All of my sx's (short for symptoms) started shortly after attempting to titrate myself off of an antidepressant. Every since then, I feel my mind nor my body has been able to stabilize. The sx's are cyclical-worse before, during, and after my period. I can almost feel the hormonal shifts. Leaves me with a week or 4-5 days of feeling normal. The physiological sx's are bothersome but the mental sx's are the worse. I am worried any would love to hear how you all deal/cope with the mental aspect of peri, ie heightened anxiety, intruisve scary thoughts, feeling out of sorts etc. I am really struggling and any feed back would be super helpful. Thank all of you for sharing your stories and giving me the courage to share mine!"
FemaleBrain,2018-02-15T02:30+00:00,"Perimenopause & intrusive thoughts, panic, depression, fears of going crazy...","Hi ladies, This forum is a God send. I cannot describe the feeling of relief I had while reading about your struggles. When I hit perimenopause,I thought that I was having a mental break down. I had the physical symptoms as well, but the mental and emotional symptoms scared he living daylights out of me. I have always had issues with depression, anxiety and PTSD, and when perimenopause hit, my old meds stopped working. It was like my entire body changed and I was left frantically trying to figure out what to do with this new me. I tried herbal remedies, essential oils, herbs and bio-identical hormone therapy. The bio-identical treatment helped a little bit with the physical symptoms, but mentally, I was still a complete mess. I finally stopped the BHRT and tried Prempro. So far, the Prempro is helping. My question is this: has anyone else developed weird/scary intrusive thoughts? Like mental hospital thoughts? My dr was very understanding and told me that she's seen menopausal women come in who are literally psychotic, but I still can't help feeling that there must be something really wrong with me. I've made an appt with a behavioral health therapist, so I am hoping this helps. I am so glad that this forum is available. I would appreciate your honest thoughts and opinions! Much love to you all."
kim93615,2021-12-04T21:42+00:00,Help ladies,"hi, ladies Ladies are any of you lovely ladies losing weight going postmenopausal. it's hell for me my left side sore and always gurgling I get bloated after I eat food. I don't have night sweat or hot flashes. no Appetite sometime can't sleep bowel moving slow. I light flashing knee pain off and on arm hurt the list go on and on. I am tired ladies."
bev27429,2021-12-16T21:33+00:00,Frustrated. Anyone?,"I've just come off of two weeks of feeling amazing, and now, without warning, I've been thrust back into perimenopausal hell: numbness, tingling, jaw cracking, feelings of icy water running inside of me, intense anger, crying bouts. The list goes on. I am now 90 days without a period, and I am 53. I'm sooooo hoping that this is my final countdown, as I've been dealing with these symptoms at least half the time for well over four years now. Enough is enough! Any thoughts, perimenopausal sisters?"
ojdanial,2021-12-17T05:56+00:00,new chest pain,never i had this before. suddenly starts crushing pain behind sternum area. also having upper back pain for few months. any idea?
laurie70017,2015-10-27T15:59+00:00,Dark circles under eyes!!!!!,Hope all of you are doin well!!!I was just wondering if any of you ladies have suggestions for helping tame these dark circles under my eyes???Make up does wonders but when i dont have it on i look sooooooo bad....lol This peri has really taken its toll on this poor body but symptoms have let up some...Anxiety is my main prob at the moment but I always seem to keep goin even when I want to drop..Im to the point where i dont tell hubby or friends how bad it gets anymore cause it feels like im talkn to myself anyway...But for the most part i do well with dealing with it...Just hate how tense it makes you.....Ok im done just had to vent a bit...Love and hugs to all you ladies and thank you for all you've done for me in last 3 years!!!!
toria_07298,2021-12-14T21:27+00:00,"Racing thoughts are annoying me, so I’ve started writing songs","my partner thinks theyre awesome, but maybe hes just saying that, we will see xx"
kylie01267,2021-12-13T02:01+00:00,Just feel awful,"I feel so run down lately. Seems to happen at Xmas time each year, my health anxiety increases. My BP goes up and down yet I am medicated. I feel so tired, achey and feel fluey/sinusy. My diet hasn't been the best of late so I know that needs improvement. I just want to feel normal again, I can't even remember what normal feels like. I am really lacking motivation to do anything lately. I always think there is something wrong with me. Any ladies out there feel like this?"
louise20879,2021-11-22T02:16+00:00,Severe phantom tooth pain in perimenopause,Hi ladies I'm currently experiencing really severe phantom tooth and jaw pain on the right side. it's causing me horrible headache on the temple there too. I've been to dentist had x rays etc and they found nothing wrong! It started about 3 months ago and it's awful. I'm in perimenopause quite young at 42. I'm also having night sweats and periods that come and go sometimes don't have one for weeks and weeks. dry skin etc. anxiety which isn't being helped by this awful tooth pain! I've been putting off going on HRT and trying natural remedies but they do nothing!! I wonder if anyone had the tooth throbbing pain and headaches and if HRT helped them? x
vivian72668,2021-12-14T00:47+00:00,"MENOPAUSE AND ORAL HEALTH: STOP the MENOPAUSAL train, I want to get off, like TEN years ago!","Hey Ladies.. I am CONVINCED.... menopause affects EVERY part of our being!!! That being said, my oral health has been declining for the past two weeks. My jaws hurt, my teeth hurt, my gums hurt, my gums are sore, my teeth have shifted, my teeth are VERY sensitive, my bottom teeth feel as if they're going to come through my mouth, and somedays, my mouth tastes like metal! Shut the front door and call me Mary. The culprits are hormones; they are imbalanced, and now, we have to pay, dearly, might I say!! How much more can any of us take? It's wayyyyy... TOO MUCH to bear or comprehend!! The symptoms of menopause are absolutely horrific and relentless, to say the least! Having said that, have any of you lovely ladies noticed a decline in your oral health, since being DEEP in the throes of ANY of the meno trios?"
Betty97,2021-12-15T08:39+00:00,Vaginal pain and soreness,"Hi 10 years post menopause and can relate to ladies on here with varying symptoms, I have just started with a mild stabbing pain on one side of my vagina plus a feeling of soreness, the pain isn't constant, just a few time a day, no lumps or anything visible, I googled it and it's nothing to worry about but just wondering if anyone else gets it?"
elaine49619,2021-12-08T08:24+00:00,Morning anxiety!!,Hi everyone just wondering if anyone else experiences the dreaded morning anxiety with the peri menopause!? I wake up ok then the intrusive thoughts start causing a vicious circle of general anxiety and health anxiety. It can actually ruin the whole day! i am laid up with a urine infection so more time to think i guess! God this is a nightmare!
sarah13b,2021-12-12T10:27+00:00,So much pain,"Hi ladies, How is it possible to be in so much pain and there be ""nothing"" wrong ☹ I'm in constant upper back (worse on the left) rib pain, upper arm pain and breast pain. My breasts feel hot (but not to touch) lumpy (Dr thinks cysts had a mammogram in Feb all clear) and so painful when i move a certain way or am hugged tight. Behind my nipples feels like it did when i started puberty (when the buds start to grow) The pain is exhausting I don't want to get up symptoms have got worse in the last week I have a coil but period would be due on or around next Friday Dr quite reluctant to talk Peri and has so ordered a barrage of blood tests and a pelvic ultrasound. I guess she is being through but i know they are all likely to come back ""normal"" Any tips for day to day coping with the constant pain? It's exhausting and stops me enjoying life as I want to. I'm 45 (46 in April) and in the UK Thanks all x"
toria_07298,2021-12-07T11:18+00:00,2 day periods since copper coil removal,"i feel worse than ever, im full of cold, my body hurts from top to toe, im got the worst tickly cough arghhhh if i was a dog id be put to sleep..... also my boobs are in agony and burning, so fed up, apparently doctors say the copper coil is none hormonal, but when you look online this is happening to alot of people, im used to 10 day periods, sorry for the moan xx"
sandra0612,2021-12-09T21:07+00:00,Rectal bleeding,"I'm 47 and in peri, for about 5 months now a few days prior to my period (21 day cycle) I spot blood on the toilet paper after opening my bowels. I don't have any bleeding any other time during the month, its a very small amount but I just wondered if anyone experienced this."
priya82066,2021-12-02T18:54+00:00,Wierd difficult to explain symptoms:(,"Hi all, I've been going through perimenopause hell for two years now. have a lot of symptoms including the usual anxiety, palpitations, shaking all over, weakness, jelly legs, plus a lot of them that's hard to explain. Have been managing the anxiety and panic attacks with homeopathic medicines. I have some wierd symptoms like tightness around the diaphragm which im so scared of its a multiple sclerosis symptom because I've heard that MS has this symptom. Wierd pulsating/shaking in head as of i can feel the heartbeat in my head!! somedays more somedays less. another wierd feeling is as if something is in my forehead area. I feel like clenching my teeth too. Chest area pains checked out and is told that everything is fine. constant breast pain both sides. numbness, weakness, tingling mainly left side shoulder weakness, cervical issues, feeling a kind of electrical sensation sometimes when I turn neck sometimes narrow of neck. ( I have pinched nerve on xray neck). all this in 2 years , I feel something is wrong , mainly scared of MS or something serious 😦 ladies if you can please provide some advice or inputs it will be so helpful🙏🙏. thank you so much"
karen96096,2019-01-21T20:06+00:00,Cysts,hi you lovely ladies do any of you suffer with cysts because of menapause. i mean anywhere on the body. ive had 3 now one of which was removed by surgury xx
sarah13b,2021-12-06T16:51+00:00,Health anxiety all time low,"So 18 months ago I was a perfectly sane woman, today i got sent home from work after bursting in to tears ☹ My health anxiety is off the chart to the point where I'm so convinced I'm going to die I have written letters to everyone and a list of instructions for my husband on how to look after our son. Surely this isn't normal. A new pain in my breast has triggered this episode and I've poked it so much I've bruised it which just makes it hurt more. I also have a pain in my shoulder that wont go away and the top of my arm constantly feels like its been punched. On top of all that i seem to constantly have blood when i wipe but no period ever comes surely this cant just be my life now any help or advice would be much appreciated"
Kate4611,2021-12-08T04:22+00:00,Perimenopause. Advice please?,"Hi. I have been going through the Perimenopause for many years and started getting symptoms in my late thirties that included Insomnia. I'm older now and the symptoms are horrible including nightmares, night sweats, and anxiety, some low mood and PMT is awful. I have fibroids and get checks for my gynaecological health. I am trying Menopace to help and I think it has. My symptoms get worse when I have PMT and before irregular periods. What are your views on HRT please? . I have anxiety. Any advice would help. Thanks."
lisa215,2021-11-17T16:26+00:00,Menppause symptoms seem to have come back,"Hello I'm 51 years old and had my last period 5 years ago. Leading up to this and in the years before I suffered really badly with menopausal symptoms. Over the last 6 months I've been getting vaginal discomfort, low mood, anxiety, dizziness, tiredness and am experiencing bladder weakness. I've had a really stressful few years and I'm now a carer to my elderly and unwell Mother as well as working as a full time retail manager. I've always suffered with anxiety but it seems so bad lately. It was only when a friend of mine mentioned it may still be menopausal that I started to wonder. Does any of this strike a cord with anyone? I'm so unbelievably low at the moment and I'm crying every day. I don't really have anyone else I can talk to so any help would be so appreciated. Thank you for reading."
catmb,2021-11-12T10:58+00:00,Health Anxiety & fear of cancer reoccurrence,"Hi, Just wondered if anyone was going through a similar thing? im 47 & had two cancers so ive always been a bit of a worryier when it comes to health but the last 12 months my anxiety has shot thro the roof! Every lump, bump or new symptom is sending me into spirals of panic, its literally something new every week & ive become a nervous wreck! i feel like my life is just focussed on health symptoms now! i wake up scared and cant cope with stress anymore, feeling totally over whelmed. ive felt like im going insane but have started to wonder if peri is causing some symptoms & making my anxiety much worse?"
